🐼丨平安直播,#genre#
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
CCTV欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西语,http://go.bkpcp.top/mg/cgtne
CGTN-阿语,http://go.bkpcp.top/mg/cgtna
CGTN-法语,http://go.bkpcp.top/mg/cgtnf
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
CCTV美洲,http://m.061899.xyz/mg/cctv4m
CCTV欧洲,http://m.061899.xyz/mg/cctv4o
CETV-01,http://m.061899.xyz/mg/cetv1
CETV-02,http://m.061899.xyz/mg/cetv2
CETV-04,http://m.061899.xyz/mg/cetv4

CCTV第一剧场,http://www.lizhinas.top:1009/rtp/239.252.219.86:5140
CCTV风云剧场,http://www.lizhinas.top:1009/rtp/239.252.219.89:5140
CCTV怀旧剧场,http://www.lizhinas.top:1009/rtp/239.252.219.86:5140
CCTV世界地理,http://www.lizhinas.top:1009/rtp/239.252.219.93:5140
CCTV风云音乐,http://www.lizhinas.top:1009/rtp/239.252.219.87:5140
CCTV兵器科技,http://www.lizhinas.top:1009/rtp/239.252.219.98:5140
CCTV风云足球,http://www.lizhinas.top:1009/rtp/239.252.219.96:5140
CCTV高尔夫网球,http://www.lizhinas.top:1009/rtp/239.252.219.95:5140
CCTV女性时尚,http://www.lizhinas.top:1009/rtp/239.252.219.94:5140
CCTV文化精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
CCTV央视台球,http://www.lizhinas.top:1009/rtp/239.252.219.80:5140
CCTV电视指南,http://www.lizhinas.top:1009/rtp/239.252.219.97:5140


CCTV1,http://183.162.224.36:35455/mgtv/608807420.m3u8
CCTV2,http://183.162.224.36:35455/mgtv/631780532.m3u8
CCTV3,http://183.162.224.36:35455/mgtv/624878271.m3u8
CCTV4,http://183.162.224.36:35455/mgtv/631780421.m3u8
CCTV5,http://183.162.224.36:35455/mgtv/641886683.m3u8
CCTV5+,http://183.162.224.36:35455/mgtv/641886773.m3u8
CCTV6,http://183.162.224.36:35455/mgtv/624878396.m3u8
CCTV7,http://183.162.224.36:35455/mgtv/673168121.m3u8
CCTV8,http://183.162.224.36:35455/mgtv/624878356.m3u8
CCTV9,http://183.162.224.36:35455/mgtv/673168140.m3u8
CCTV10,http://183.162.224.36:35455/mgtv/624878405.m3u8
CCTV11,http://183.162.224.36:35455/mgtv/667987558.m3u8
CCTV12,http://183.162.224.36:35455/mgtv/673168185.m3u8
CCTV13,http://183.162.224.36:35455/mgtv/608807423.m3u8
CCTV14,http://183.162.224.36:35455/mgtv/624878440.m3u8
CCTV15,http://183.162.224.36:35455/mgtv/673168223.m3u8
CCTV16,http://183.162.224.36:35455/nptv/cctv16.m3u8
CCTV17,http://183.162.224.36:35455/mgtv/673168256.m3u8
CCTV4K,http://183.162.224.36:35455/nptv/cctv4k.m3u8
CCTV8K,http://183.162.224.36:35455/nptv/cctv8k.m3u8
CCTV欧洲,http://183.162.224.36:35455/mgtv/608807419.m3u8
CCTV美洲,http://183.162.224.36:35455/mgtv/608807416.m3u8
CETV-01,http://183.162.224.36:35455/mgtv/923287154.m3u8
CETV-02,http://183.162.224.36:35455/mgtv/923287211.m3u8
CETV-04,http://183.162.224.36:35455/mgtv/923287339.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CCTV1,https://mursor.ottiptv.cc/migu/608807420.m3u8?migutoken=5139cce6c12958838565ba895759373d2daf43c7218531d60216c68e1929a2721d781c420eb66b425c90abade1f412957e72bfb11a920543f1e35cd07277d4db951477ea85d008ba99bd40595d
CCTV2,https://mursor.ottiptv.cc/migu/631780532.m3u8?migutoken=abe81266a9eafca648f3916a560eb426608fc20f935d08dbd835f611906f4e71724cbe25e9acca78e1b73f461802fdd0651d7721116aa15150e68d47b67bd053ffa04f66cabb783d4ca7fed8d4
CCTV3,https://mursor.ottiptv.cc/migu/624878271.m3u8?migutoken=748b961c229b0cae3fffd1ab3e2bf52abf99ac9049126b1f78e513ccff905c383722f741df825582b5c9e038c337bad76e4e0b49e76287a15a795ef97661c38f25a391ffb1b8ec3c456042e2a8
CCTV4,https://mursor.ottiptv.cc/migu/631780421.m3u8?migutoken=b4d54db1e5409813fe9feb9dc4ff0069f30e304c7ffa7f08b83fda15c9ccf2bc69340b9f5fe5699d37a6416e1b6766cfe4e9190c4c40fec64d4524334bfaef63adf4a93f878e6f0aff0c3e5d74
CCTV5,https://mursor.ottiptv.cc/migu/641886683.m3u8?migutoken=42235905840230e38dbf6a0f62da22af9feb96a7424bba11a61d1818ce5d3123ed84ef5b03d134bdbddd40e8ecaddea5d62c75ac2bb73761d68d91d7f9f449814cb68c79b6940dafeda485f3fa
CCTV5+,https://mursor.ottiptv.cc/migu/641886773.m3u8?migutoken=bdab6314e7380d9d5fd5ec108a308fd8ec4fc1b41e55ff643f272c139062e0f59145ad338e9000d95dbaaeb4a83a9061699b961799d42d7c1da91bc5ff7a2ae1e8a3cd36b0009e7e78c1e9a94c
CCTV6,https://mursor.ottiptv.cc/migu/624878396.m3u8?migutoken=78ed3475b6feb325afcabb92d48e249d5db33ab1930ee9dda875cd056fd43c4468929ca9ae8a4c7d36aaa0d3287e0430fb21fea9ba13828da0e52ad252797cd70b18386af56bec6133d32b516b
CCTV7,https://mursor.ottiptv.cc/migu/673168121.m3u8?migutoken=4451ef24d9a8a842d3f439b8ebe1fb18daef9b3873e1d6ab1513c059eb9dd07553f4aeecdd27434b7e3b389783ec19bea24086cca2e3c73126ab1f7f80d65f9dc51f5ad0019e649e5d86d17c4c
CCTV8,https://mursor.ottiptv.cc/migu/624878356.m3u8?migutoken=1d2b0ad39ee3eda8d765826845442f819677f66b01751cc3e257fd9ca54537f08a0b4725ef0644a5670b0e3302e090ab829502ad9e1303b46198d8f030672555d0182e5743e39956d64398ee19
CCTV9,https://mursor.ottiptv.cc/migu/673168140.m3u8?migutoken=477280aed988bbdad8c620ede6de1024f6761e79660545e751f7296b1b7fe1d478a687fc4ebae10551a5d82b6064e11e424423c2e5d532ad5c2cd93c8905c0c10948ed36c73bb811955ed69c87
CCTV10,https://mursor.ottiptv.cc/migu/624878405.m3u8?migutoken=7537bb9bf9ced6df7f9041299c16a43394220b1dc60dd56308b3a28f75755e4a819252aafca5adb413d9d511ee2c8a123f862fa179046b8c294055bdbd60929f6fd0c109ea6b13b372bc626e1a
CCTV11,https://mursor.ottiptv.cc/migu/667987558.m3u8?migutoken=c41a5f4c060178f34e27f563a7399d6239315d9edfffbdfc99e6ff97228f431c44935caa9b117da6da685d0502f05f6aa7e4f38772a96eefa12868114f62eef542b51c2881acc30c13f74986bd
CCTV12,https://mursor.ottiptv.cc/migu/673168185.m3u8?migutoken=d3c534694fa260223f4ffa286dec7401162129f49dccb1e53dca510f761363ad61265fad5cd6db93e2c1104c8b9474ee35333b05d7c8909ffbbb3eb50aa7dcce220fa449feb8626be40e86834c
CCTV13,https://mursor.ottiptv.cc/migu/608807423.m3u8?migutoken=579e1cc1b86853ed5797cd61d672556d741f922459affdd7767100769c7679e225d9e40d6daae5753faf62acf4e0bb59e129951cd22b8dde1610e64d257ad606cb14c0bc99e7d6dd8fce862401
CCTV14,https://mursor.ottiptv.cc/migu/624878440.m3u8?migutoken=a33a35d1b79faeded3cda61003ac7962af37b309b20258304f24d395b2af8b3c8b5109456895263c536525f00620f8e327e2170242f29428c6b60c513d18c014a39090b859c57baeafc13005d9
CCTV15,https://mursor.ottiptv.cc/migu/673168223.m3u8?migutoken=f0898bc34d87ed7041a2e441335057d9a42ed16213b54e4f017e19492a3aaf8191cb9ca9adf55bf47a36d9448fff30327fe2fab200a695c69c0ed8b49e9e89bb1fdb14cf5632a5d4903f8678d0
CCTV17,https://mursor.ottiptv.cc/migu/673168256.m3u8?migutoken=f4b20a5a495a63537febfce2925c63afd2756116818d1e23518cfdac8f82b539521f782260b2421bfcc8437116ddf3c2db2a5373b1fc2dcdbfcf8f627c6bcadb5103810cb32125f8ab4185e127
CCTV欧洲,https://mursor.ottiptv.cc/migu/608807419.m3u8?migutoken=f53315d7309896e87ffe402db78574b3bc3ebd7b944ef5621429efa27748030957ac7ba488233a6cb0f29805a2e38636c26682ff370d4a586a2526631893eb6e6fa070ef294f0c748a551edc84
CCTV美洲,https://mursor.ottiptv.cc/migu/608807416.m3u8?migutoken=2d260e4118a9727b28c6bc2e4bde601a300e0ded1143d3d7349c1c6f979f01e0a1532b1996a06fed36fa3957d895aa34ec58cb16490a9b313ea2193526d40654abaa9ab3991461994336134499
CGTN-外语,https://mursor.ottiptv.cc/migu/609006487.m3u8?migutoken=97abfb6152aae7bc4d8d74794c7a2717bedb16b0ab9457e71c757835d3b5463cc5df2f4459147d67672aade5368fd1ce3b248b038e9a1bca79588ab49601c900392262cf873c8cd9de8f95d51e
CGTN-阿语,https://mursor.ottiptv.cc/migu/609154345.m3u8?migutoken=554b39c7b8a38b2fbd7921e57fa8c96f256b029afa0bd4d16251351659acd60bc35647005c0720ec8856c903186af0ab9be9216257a3aeb4a2e9e77358ddc458c32197a1276b3d33824ee6018e
CGTN-西语,https://mursor.ottiptv.cc/migu/609006450.m3u8?migutoken=1e3651423d88463c439a67e206cc881bd17e14a068cd03af1fc3e185a93854713e7522bd836009a87d368f6c88687c60f6a813edcbd23328ab041b1e33e9f7d21b3f7a0cbf622a7488a3381da8
CGTN-法语,https://mursor.ottiptv.cc/migu/609006476.m3u8?migutoken=76458dec2a53dee68b34333ed94ad9f3c3342d567c7ff2847e0b33906dd851104f35e1e3218237238d4c65d629cab07110947ad68f89424277d325a2c2d9aae6b0b89b5fcadc10e3ef369edaf7
CGTN-俄语,https://mursor.ottiptv.cc/migu/609006446.m3u8?migutoken=f111c3e68de1765422631180354d9e0ba7f8e4ca72aef3f3e4e6a05899988105559bc95a9af67a0fd7f29ccdd0c8954da699745967ed9c4bb711160386113ecc414f4689fb037bf9e9ac5095c3
CCTV1,http://183.24.62.163:44443/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.24.62.163:44443/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://183.24.62.163:44443/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://183.24.62.163:44443/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.24.62.163:44443/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://183.24.62.163:44443/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://183.24.62.163:44443/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.24.62.163:44443/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://183.24.62.163:44443/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://183.24.62.163:44443/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://183.24.62.163:44443/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://183.24.62.163:44443/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://183.24.62.163:44443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://183.24.62.163:44443/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://183.24.62.163:44443/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://183.24.62.163:44443/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://110.178.211.107:9003/hls/1/index.m3u8
CCTV2,http://110.178.211.107:9003/hls/2/index.m3u8
CCTV3,http://110.178.211.107:9003/hls/3/index.m3u8
CCTV4,http://110.178.211.107:9003/hls/4/index.m3u8
CCTV5,http://110.178.211.107:9003/hls/5/index.m3u8
CCTV5+,http://110.178.211.107:9003/hls/6/index.m3u8
CCTV6,http://110.178.211.107:9003/hls/7/index.m3u8
CCTV7,http://110.178.211.107:9003/hls/8/index.m3u8
CCTV8,http://110.178.211.107:9003/hls/9/index.m3u8
CCTV9,http://110.178.211.107:9003/hls/10/index.m3u8
CCTV10,http://110.178.211.107:9003/hls/11/index.m3u8
CCTV11,http://110.178.211.107:9003/hls/12/index.m3u8
CCTV12,http://110.178.211.107:9003/hls/13/index.m3u8
CCTV13,http://110.178.211.107:9003/hls/14/index.m3u8
CCTV14,http://110.178.211.107:9003/hls/15/index.m3u8
CCTV15,http://110.178.211.107:9003/hls/16/index.m3u8
CCTV16,http://110.178.211.107:9003/hls/17/index.m3u8
CCTV17,http://110.178.211.107:9003/hls/18/index.m3u8
CCTV1,http://220.187.223.97:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://220.187.223.97:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://220.187.223.97:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://220.187.223.97:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://220.187.223.97:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://220.187.223.97:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://220.187.223.97:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://220.187.223.97:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://220.187.223.97:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://220.187.223.97:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://220.187.223.97:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://220.187.223.97:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://220.187.223.97:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://220.187.223.97:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://220.187.223.97:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,mitv://66.42.60.221:6001/686b803f0008205e00901d290179a302.ts
CCTV1,mitv://66.42.60.221:6001/684f94e8000983580d40136db1d1309c.ts
CCTV1,mitv://66.42.60.221:6001/6853c7ef0007715203e6a02b4db567f8.ts
CCTV2,mitv://66.42.60.221:6001/686b806f00085bae0090d8b9900a97f7.ts
CCTV2,mitv://66.42.60.221:6001/684f9503000030bf0d407a82cac6f6b4.ts
CCTV2,mitv://66.42.60.221:6001/6853c81300067b9603e72c8cefd5debd.ts
CCTV3,mitv://66.42.60.221:6001/686b3db60003618004b290cdbf911fbd.ts
CCTV3,mitv://66.42.60.221:6001/686b808e0007712a009151952454c004.ts
CCTV3,mitv://66.42.60.221:6001/684f95160004147c0d40c5b97f87e3be.ts
CCTV3,mitv://66.42.60.221:6001/6853c85300018b9003e82549f0400f19.ts
CCTV4,mitv://66.42.60.221:6001/686b812b000e39330093b899ad62fabe.ts
CCTV4,mitv://66.42.60.221:6001/68526a3a0003af7218515a3f685f1ab8.ts
CCTV5,mitv://66.42.60.221:6001/686b36e2000342810497e4a5c89c9692.ts
CCTV5,mitv://66.42.60.221:6001/686b81520004694600944e6e92b5e51a.ts
CCTV5,mitv://66.42.60.221:6001/6853c8f500005c4d03ea9dcb6afc7d8f.ts
CCTV5+,mitv://66.42.60.221:6001/686b4c37000533d204eb392c8b071c82.ts
CCTV5+,mitv://66.42.60.221:6001/686bbd2f00064dcc017e26320c9b4e8f.ts
CCTV5+,mitv://66.42.60.221:6001/685d6d530007cf20023c25e28fc3caf2.ts
CCTV6,mitv://66.42.60.221:6001/6861f3950004fbd70475842e2ecd0ead.ts
CCTV6,mitv://66.42.60.221:6001/686b4bf60000189f04ea39f67fcd4d05.ts
CCTV6,mitv://66.42.60.221:6001/686b817f000460640094fe3420689a21.ts
CCTV6,mitv://66.42.60.221:6001/684eec0e0006ce070aac7f2b1e243e2a.ts
CCTV6,mitv://66.42.60.221:6001/6853c911000821e603eb0d29309cfd9a.ts
CCTV7,mitv://66.42.60.221:6001/686b3e3a0004b73704b494c41b000f98.ts
CCTV7,mitv://66.42.60.221:6001/686b44210002bdcb04cba29bcbd9a6a0.ts
CCTV7,mitv://66.42.60.221:6001/686b81a300056ffd00958b19c0989ba0.ts
CCTV8,mitv://66.42.60.221:6001/686b4c5b000ac81d04ebc73ac552fc00.ts
CCTV8,mitv://66.42.60.221:6001/686b81d3000189560096459acd96d8f4.ts
CCTV8,mitv://66.42.60.221:6001/684f952c000c458d0d411dc2b683b6b1.ts
CCTV8,mitv://66.42.60.221:6001/686b801d000df1a8008f99d7fb4b11c8.ts
CCTV9,mitv://66.42.60.221:6001/6864afee000d1ff204d886e0aa25bed7.ts
CCTV9,mitv://66.42.60.221:6001/686b95aa0001dae000e3c5869e1b2f66.ts
CCTV10,mitv://66.42.60.221:6001/686b95c4000327ca00e42b6c3318e661.ts
CCTV11,mitv://66.42.60.221:6001/686b4cae000d8da804ed0c27fdc90e9a.ts
CCTV11,mitv://66.42.60.221:6001/686bbc27000c8da0017a208c2b60729c.ts
CCTV11,mitv://66.42.60.221:6001/68526a8a0008b4a3185294081f98ce28.ts
CCTV12,mitv://66.42.60.221:6001/686b4c14000b377604eab1feb7930aa6.ts
CCTV12,mitv://66.42.60.221:6001/686bbc550003a8b0017ad1f519c58217.ts
CCTV12,mitv://66.42.60.221:6001/6853c61c0000b95f03df7e3b46f6b848.ts
CCTV13,mitv://66.42.60.221:6001/686bbc7100084e48017b40855b114e4c.ts
CCTV13,mitv://66.42.60.221:6001/6853c92a0007616c03eb6e9f055ee807.ts
CCTV14,mitv://66.42.60.221:6001/686b3dd8000ca5f804b317fc9166693e.ts
CCTV14,mitv://66.42.60.221:6001/686bbc930005a09d017bc4a67b90c871.ts
CCTV14,mitv://66.42.60.221:6001/6853c6540001528003e059224bd6a445.ts
CCTV15,mitv://66.42.60.221:6001/686bbcb3000af975017c430495b4b886.ts
CCTV16,mitv://66.42.60.221:6001/686b36ff0000430e04985528d6ddc157.ts
CCTV16,mitv://66.42.60.221:6001/686bbcd8000e8416017cd47436f97686.ts
CCTV16,mitv://66.42.60.221:6001/6853c67d000af87803e0fbc38e7b57ce.ts
CCTV17,mitv://66.42.60.221:6001/686b3e1b000b39ad04b41d574d5f56fd.ts
CCTV17,mitv://66.42.60.221:6001/686bbd020007f940017d76d7fcc3fd2d.ts
CCTV17,mitv://66.42.60.221:6001/6853c7a9000331b103e58da5c268b231.ts
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
